,system:index,area,class_id,class_name,territory,version,year,.geo,LEVEL_0,LEVEL_1
133,7_0_14,13894.846036420991,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
134,7_0_15,36534.55715035479,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
135,7_0_16,6915.507967600694,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
136,8_0_0,363261.3429439461,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
137,8_0_1,71187.75712764983,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
138,8_0_2,21707.729785644184,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
139,8_0_3,734.5185694323462,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
140,8_0_4,69943.90007117482,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
141,8_0_5,14015.646652851416,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
142,8_0_6,314.27128390135624,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
143,8_0_7,1542.3739946229675,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
144,8_0_8,381.4662963539102,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
145,8_0_9,8233.894017796674,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
146,8_0_10,5094.479421329034,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
147,8_0_11,6728.568422080595,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
148,8_0_12,28069.308065239813,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
149,8_0_13,700.6138323115524,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
150,8_0_14,13837.76441128058,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
151,8_0_15,39482.28667127909,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
152,8_0_16,5896.7820804696685,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
153,9_0_0,360436.6367240481,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
154,9_0_1,73518.69422895438,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
155,9_0_2,20965.361501362124,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
156,9_0_3,760.3929673543718,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
157,9_0_4,69117.17023595046,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
158,9_0_5,14347.77960713874,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
159,9_0_6,321.3152153875964,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
160,9_0_7,1539.0153945827635,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
161,9_0_8,209.995429131704,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
162,9_0_9,7788.054435389196,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
163,9_0_10,5035.176855491916,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
164,9_0_11,6681.912327499801,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
165,9_0_12,28697.44680654206,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
166,9_0_13,704.6449754950119,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
167,9_0_14,13848.180385784117,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
168,9_0_15,44426.49811724977,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
169,9_0_16,2734.4284400000547,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
170,10_0_0,354375.1604116219,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
171,10_0_1,74590.28776818373,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
172,10_0_2,19644.138713708864,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
173,10_0_3,797.8954626086448,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
174,10_0_4,69595.15858882501,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
175,10_0_5,17617.050646264477,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
176,10_0_6,452.4008501048605,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
177,10_0_7,1538.5503074344058,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
178,10_0_8,24.190588443898893,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
179,10_0_9,7872.463116319302,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
180,10_0_10,5167.138132283337,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
181,10_0_11,6699.012655350307,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
182,10_0_12,30478.77915493738,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
183,10_0_13,784.5138429714856,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
184,10_0_14,14291.1123398669,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
185,10_0_15,44681.75514624864,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
186,10_0_16,2523.0959221820945,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
187,11_0_0,351275.04912129865,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
188,11_0_1,74055.17796201223,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
189,11_0_2,20966.45769727298,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
190,11_0_3,771.7512999079194,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
191,11_0_4,67611.42152872334,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
192,11_0_5,18328.04102376967,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
193,11_0_6,427.4100136268797,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
194,11_0_7,1542.3593310341903,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
195,11_0_8,18.93769878754092,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
196,11_0_9,7832.407699174511,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
197,11_0_10,4926.38673110823,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
198,11_0_11,6570.642690388447,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
199,11_0_12,32008.17956696361,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
200,11_0_13,783.6455760725183,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
201,11_0_14,14838.444324692118,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
202,11_0_15,45311.32229881564,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
203,11_0_16,3865.0690837035495,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
204,12_0_0,350222.4036711507,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
205,12_0_1,75608.15723225735,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
206,12_0_2,19805.88997644896,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
207,12_0_3,718.2767082005024,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
208,12_0_4,66952.37092891944,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
209,12_0_5,16081.10625439259,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
210,12_0_6,388.4943120895956,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
211,12_0_7,1538.7774785670763,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
212,12_0_8,19.08921830429642,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
213,12_0_9,7856.358584005573,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
214,12_0_10,4735.677362724998,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
215,12_0_11,6436.523618787822,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
216,12_0_12,33391.56285984879,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
217,12_0_13,769.4918281633012,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
218,12_0_14,14808.492550562423,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
219,12_0_15,49839.47501340051,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
220,12_0_16,1960.556049528516,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
221,13_0_0,349082.88269025646,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
222,13_0_1,73945.42253070451,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
223,13_0_2,21212.866900379533,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
224,13_0_3,782.5221536355004,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
225,13_0_4,67815.58323701461,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
226,13_0_5,15520.340106716842,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
227,13_0_6,333.2901687734966,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
228,13_0_7,1538.92565215553,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
229,13_0_8,27.786450561210696,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
230,13_0_9,7837.507053146177,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
231,13_0_10,4813.870627393294,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
232,13_0_11,6484.160310997813,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
233,13_0_12,32493.75298034397,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
234,13_0_13,774.6466560265618,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
235,13_0_14,14920.128503145424,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
236,13_0_15,52893.79647596092,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
237,13_0_16,655.2211501390738,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
238,14_0_0,345674.77155892,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
239,14_0_1,74462.5907583028,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
240,14_0_2,21532.03234761201,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
241,14_0_3,782.2191066802318,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
242,14_0_4,67769.6587576635,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
243,14_0_5,18332.171934898724,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
244,14_0_6,299.68738042900344,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
245,14_0_7,1544.5860167140124,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
246,14_0_8,72.71881978535565,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
247,14_0_9,8123.0545545135665,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
248,14_0_10,4948.786800771101,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
249,14_0_11,6553.918513796119,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
250,14_0_12,31477.30620370731,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
251,14_0_13,772.5293491718215,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
252,14_0_14,14801.753788464954,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
253,14_0_15,43541.54850525029,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
254,14_0_16,10443.36925067372,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
255,15_0_0,344273.0665390763,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
256,15_0_1,72157.23491505145,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
257,15_0_2,23937.44059833917,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
258,15_0_3,780.821816080085,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
259,15_0_4,66134.18045751203,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
260,15_0_5,19429.397920657542,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
261,15_0_6,356.9927185981606,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
262,15_0_7,1543.204032900915,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
263,15_0_8,62.011683223999626,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
264,15_0_9,8025.67793880292,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
