,system:index,area,class_id,class_name,territory,version,year,.geo,LEVEL_0,LEVEL_1
265,15_0_10,5092.973591829677,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
266,15_0_11,6675.410737423727,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
267,15_0_12,30946.71695135472,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
268,15_0_13,786.2733227043528,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
269,15_0_14,14774.01522005998,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
270,15_0_15,46477.90392866498,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
271,15_0_16,9679.381275072288,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
272,16_0_0,343690.93305102014,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
273,16_0_1,71267.4001609375,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
274,16_0_2,22048.827092196112,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
275,16_0_3,875.584595733492,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
276,16_0_4,67832.70177772791,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
277,16_0_5,20296.981224196137,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
278,16_0_6,391.7962111990256,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
279,16_0_7,1544.0794418373453,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
280,16_0_8,35.645548974816165,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
281,16_0_9,7425.01257923267,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
282,16_0_10,5102.292524834872,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
283,16_0_11,6728.343575916231,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
284,16_0_12,31285.435171698515,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
285,16_0_13,765.9279492934413,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
286,16_0_14,14672.116338014896,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
287,16_0_15,39291.03915424903,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
288,16_0_16,17878.587250295463,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
289,17_0_0,341497.86642191623,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
290,17_0_1,70871.7963889583,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
291,17_0_2,21983.2423274634,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
292,17_0_3,884.4901298479655,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
293,17_0_4,68937.27833037818,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
294,17_0_5,19465.683809860227,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
295,17_0_6,425.2507974936131,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
296,17_0_7,1543.9256066521905,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
297,17_0_8,29.711444778036658,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
298,17_0_9,7433.366027903638,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
299,17_0_10,5141.533108904935,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
300,17_0_11,6846.351897638932,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
301,17_0_12,30484.38281662389,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
302,17_0_13,761.0337659993596,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
303,17_0_14,15059.348684822073,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
304,17_0_15,42220.9203287451,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
305,17_0_16,17546.521759369578,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
306,18_0_0,338159.29431807,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
307,18_0_1,70984.13223338744,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
308,18_0_2,20835.74603415661,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
309,18_0_3,1069.836254792606,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
310,18_0_4,67421.8245759238,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
311,18_0_5,19693.46672811882,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
312,18_0_6,474.0769498992311,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
313,18_0_7,1544.7296412770147,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
314,18_0_8,26.366219214283188,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
315,18_0_9,7456.411182134063,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
316,18_0_10,5183.613566088101,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
317,18_0_11,6622.386939484445,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
318,18_0_12,32065.67541633797,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
319,18_0_13,796.8412573835001,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
320,18_0_14,15320.33539243236,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
321,18_0_15,41291.52461811506,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
322,18_0_16,22186.442320547187,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
323,19_0_0,334271.43202233943,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
324,19_0_1,71918.23963515965,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
325,19_0_2,21786.50567272776,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
326,19_0_3,935.8605801960324,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
327,19_0_4,67081.05108844528,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
328,19_0_5,22780.96423092939,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
329,19_0_6,466.524961098072,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
330,19_0_7,1542.7120026320315,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
331,19_0_8,23.7206112460842,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
332,19_0_9,7134.000637390923,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
333,19_0_10,5198.403774004748,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
334,19_0_11,6645.870578515373,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
335,19_0_12,31412.807807312456,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
336,19_0_13,823.6048110507484,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
337,19_0_14,15274.992597242868,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
338,19_0_15,47979.33529082619,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
339,19_0_16,15856.677346241157,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2004,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
340,20_0_0,330543.99875596777,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
341,20_0_1,71372.94230003041,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
342,20_0_2,22488.787157178736,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
343,20_0_3,2034.346711762188,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
344,20_0_4,64970.392747161415,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
345,20_0_5,24515.43126073519,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
346,20_0_6,452.7381634945874,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
347,20_0_7,1543.3158520456925,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
348,20_0_8,353.85061003554483,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
349,20_0_9,6881.707259370026,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
350,20_0_10,5247.643510861744,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
351,20_0_11,6796.65827976806,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
352,20_0_12,31313.004374144886,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
353,20_0_13,968.0781420141508,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
354,20_0_14,14535.284568864863,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
355,20_0_15,54841.28844606992,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
356,20_0_16,12273.235507851265,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
357,21_0_0,328741.2732325475,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
358,21_0_1,70827.71733244488,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
359,21_0_2,22196.877292268346,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
360,21_0_3,1436.5649656638973,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
361,21_0_4,63822.86680391769,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
362,21_0_5,25401.97043856809,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
363,21_0_6,403.9322068307182,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
364,21_0_7,1543.3966215970045,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
365,21_0_8,341.49214309662784,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
366,21_0_9,7433.028457030847,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
367,21_0_10,5003.736063678495,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
368,21_0_11,7254.152216686427,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
369,21_0_12,34285.81290675553,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
370,21_0_13,962.420655886242,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
371,21_0_14,14384.46930585072,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
372,21_0_15,50382.99509829051,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
373,21_0_16,16709.997906241857,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
374,22_0_0,327000.7305057131,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
375,22_0_1,70158.63602138632,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
376,22_0_2,21133.034058278878,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
377,22_0_3,1306.8347804844632,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
378,22_0_4,63644.08178105997,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
379,22_0_5,27211.34954858432,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
380,22_0_6,378.8505413028383,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
381,22_0_7,1543.1588145392684,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
382,22_0_8,307.9089192627895,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
383,22_0_9,7247.672565187182,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
384,22_0_10,4891.142443082878,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
385,22_0_11,7471.600247370159,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
386,22_0_12,35628.86790479289,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
387,22_0_13,1016.7163567044374,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
388,22_0_14,14219.180997547444,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
389,22_0_15,49720.1243082065,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
390,22_0_16,18252.81385385578,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2007,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
391,23_0_0,322725.64886301383,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
392,23_0_1,70085.33416528351,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
393,23_0_2,21022.241138090485,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
394,23_0_3,1428.0867515257326,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
395,23_0_4,64889.11336770656,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
396,23_0_5,28254.270935274155,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
