,system:index,area,class_id,class_name,territory,version,year,.geo,LEVEL_0
134,7_0_8,431.4288223482484,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
135,7_0_9,10953.462165403296,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
136,7_0_10,5279.808311503504,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
137,7_0_11,0.0151196581420898,36,Cultivos Arbustivos,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
138,7_0_12,6910.928248665826,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
139,7_0_13,52715.17900031003,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
140,7_0_14,704.9567241053898,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
141,7_0_15,13895.522417016284,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
142,7_0_16,38382.86722086224,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
143,7_0_17,7077.038158891534,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
144,8_0_0,667944.8185509852,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
145,8_0_1,76890.10469408477,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
146,8_0_2,69475.86027927122,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
147,8_0_3,735.2493632666276,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
148,8_0_4,93983.47864362168,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
149,8_0_5,27967.772948579808,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
150,8_0_6,544.0024989867602,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
151,8_0_7,2398.632286276178,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
152,8_0_8,398.89292724265727,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
153,8_0_9,11061.5701215777,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
154,8_0_10,5097.629237306729,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
155,8_0_11,0.0319192560424804,36,Cultivos Arbustivos,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
156,8_0_12,6900.837065752547,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
157,8_0_13,52930.09514207388,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
158,8_0_14,701.890405395711,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
159,8_0_15,13838.441870833256,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
160,8_0_16,41330.99135228036,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
161,8_0_17,6182.8819178695785,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
162,9_0_0,664229.6819623107,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
163,9_0_1,79153.48609996111,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
164,9_0_2,68811.4267313477,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
165,9_0_3,761.078153046725,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
166,9_0_4,92800.15837349024,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
167,9_0_5,29625.34045358201,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
168,9_0_6,507.9619593931226,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
169,9_0_7,2401.6395073294543,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
170,9_0_8,215.78596182604065,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
171,9_0_9,10889.765904889766,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
172,9_0_10,5038.577174533376,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
173,9_0_11,0.0075598190917968,36,Cultivos Arbustivos,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
174,9_0_12,6811.771174488666,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
175,9_0_13,53433.95712521565,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
176,9_0_14,706.5355996825855,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
177,9_0_15,13848.863413172365,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
178,9_0_16,46257.711715067904,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
179,9_0_17,2889.4323555026767,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
180,10_0_0,656637.1700108766,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
181,10_0_1,80112.05229961596,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
182,10_0_2,67229.61349410184,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
183,10_0_3,806.6465597244487,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
184,10_0_4,93698.27379335994,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
185,10_0_5,34419.84735228424,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
186,10_0_6,626.2290297802448,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
187,10_0_7,2404.73946548929,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
188,10_0_8,34.83924040859469,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
189,10_0_9,10869.972377515018,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
190,10_0_10,5172.3554596462645,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
191,10_0_11,6810.807520121698,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
192,10_0_12,55358.33606915886,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
193,10_0_13,786.4272122507467,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
194,10_0_14,14292.500439354895,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
195,10_0_15,46492.642551906894,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
196,10_0_16,2630.728349058433,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
197,11_0_0,652100.8730555038,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
198,11_0_1,79586.5577787122,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
199,11_0_2,68543.18300859124,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
200,11_0_3,779.4056382667478,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
201,11_0_4,91778.93057155928,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
202,11_0_5,35551.975499860106,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
203,11_0_6,639.786763883252,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
204,11_0_7,2412.465652441048,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
205,11_0_8,27.119550032963048,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
206,11_0_9,10822.478898325822,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
207,11_0_10,4931.516349158082,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
208,11_0_11,6703.703740809836,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
209,11_0_12,57560.764888537866,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
210,11_0_13,785.6487178700189,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
211,11_0_14,14839.141443065584,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
212,11_0_15,47174.748769382,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
213,11_0_16,4144.8808986503045,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
214,12_0_0,651094.6245303313,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
215,12_0_1,81174.6725499791,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
216,12_0_2,67010.39640331014,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
217,12_0_3,739.9110287376049,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
218,12_0_4,90969.3433719956,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
219,12_0_5,33687.33777730032,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
220,12_0_6,532.5970672518722,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
221,12_0_7,2410.7149732610937,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
222,12_0_8,27.93008915911796,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
223,12_0_9,10910.77106995146,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
224,12_0_10,4740.820020420612,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
225,12_0_11,6561.997087803166,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
226,12_0_12,58690.10066464615,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
227,12_0_13,771.0586998143873,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
228,12_0_14,14809.175807012603,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
229,12_0_15,52084.11585255358,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
230,12_0_16,2167.614231126111,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
231,13_0_0,648764.8048280556,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
232,13_0_1,79349.95259651523,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
233,13_0_2,69156.38385873982,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
234,13_0_3,816.1120980155796,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
235,13_0_4,92289.37753958385,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
236,13_0_5,33523.10039135625,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
237,13_0_6,496.37362050483256,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
238,13_0_7,2411.519956429413,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
239,13_0_8,55.24586446415957,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
240,13_0_9,10897.379922837896,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
241,13_0_10,4817.893549681044,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
242,13_0_11,6583.392751770463,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
243,13_0_12,57350.1605803856,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
244,13_0_13,776.096645104769,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
245,13_0_14,14920.802268082982,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
246,13_0_15,55402.329589174566,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
247,13_0_16,772.255163946668,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
248,14_0_0,644163.0836266263,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
249,14_0_1,79929.72200924675,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
250,14_0_2,70486.97414933337,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
251,14_0_3,792.8658338260877,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
252,14_0_4,91762.46896298236,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
253,14_0_5,37045.05747033477,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
254,14_0_6,447.94957746173714,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
255,14_0_7,2417.509850953628,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
256,14_0_8,94.15754973039571,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
257,14_0_9,11183.90143742402,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
258,14_0_10,4952.302743436302,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
259,14_0_11,6658.259935173592,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
260,14_0_12,56211.42489440598,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
261,14_0_13,774.1024210534948,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
262,14_0_14,14802.42214411638,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
263,14_0_15,45895.82975187456,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
264,14_0_16,10765.14886667258,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
265,15_0_0,640553.4468569129,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
266,15_0_1,77774.02208121314,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
267,15_0_2,73775.72134713117,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,2000,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
